country,field_name,avg_fcr,publication_count
Liberia,Human Society,4.8287499999999994,8
Dominican Republic,Information and Computing Sciences,0.1225,4
Bosnia and Herzegovina,"Language, Communication and Culture",2.3745454545454541,11
Paraguay,Law and Legal Studies,0.0,2
Bhutan,Biological Sciences,1.2825,4
Guyana,Earth Sciences,11.815000000000001,2
Trinidad and Tobago,Creative Arts and Writing,1.3937500000000003,8
Curacao,"Commerce, Management, Tourism and Services",0.0,1
Saint Lucia,"Commerce, Management, Tourism and Services",0.0,1
Mauritania,Health Sciences,5.13,2
North Macedonia,Earth Sciences,2.375,8
Mali,Chemical Sciences,1.31,1
Benin,Education,2.946,5
Poland,Human Society,4.04641680395387,1214
Ukraine,Health Sciences,1.7655240793201132,353
Jordan,Mathematical Sciences,10.868139534883721,43
Sri Lanka,Earth Sciences,2.3267346938775506,49
Zimbabwe,Biomedical and Clinical Sciences,5.9194339622641516,212
Belgium,Law and Legal Studies,7.7856872037914675,211
Philippines,Creative Arts and Writing,2.9619047619047629,105
Nicaragua,Engineering,0.0,1
Algeria,Human Society,5.1073333333333331,30
New Caledonia,Health Sciences,1.8466666666666667,6
Antigua and Barbuda,Health Sciences,5.045,2
Uruguay,Engineering,0.7384615384615385,13
Central African Republic,Education,0.0,1
Gabon,Health Sciences,2.02,6
Reunion,Information and Computing Sciences,20.155,2
Benin,Physical Sciences,7.69,1
Venezuela,Creative Arts and Writing,0.58000000000000007,3
Malawi,Law and Legal Studies,2.8033333333333337,3
Sint Maarten,Education,1.32,1
Micronesia,Environmental Sciences,4.35,1
Uganda,Mathematical Sciences,2.524,5
Malawi,"Language, Communication and Culture",1.5666666666666667,3
Croatia,Biological Sciences,3.1555621301775152,169
United States,Built Environment and Design,6.1370425196850409,3175
Ireland,Environmental Sciences,4.9387777777777746,90
Czechia,Engineering,5.9775384615384581,260
Finland,Engineering,6.6662857142857144,175
Kuwait,Economics,3.7305555555555556,18
Brunei,Information and Computing Sciences,7.8627777777777776,36
Djibouti,Chemical Sciences,0.66999999999999993,2
Montenegro,Information and Computing Sciences,3.0807142857142851,14
Mauritius,Earth Sciences,4.4942857142857138,7
Afghanistan,Engineering,3.5425000000000004,4
Algeria,"Language, Communication and Culture",5.6985714285714284,7
Niger,Economics,0.81,2
Eritrea,Built Environment and Design,7.05,1
Cocos Islands,Health Sciences,0.55,1
Ukraine,Built Environment and Design,1.3521768707482988,147
Japan,"Commerce, Management, Tourism and Services",3.8706835836354228,1931
Indonesia,Human Society,1.5560101867572154,5890
India,"Language, Communication and Culture",5.0644891640866891,323
Argentina,Engineering,2.0547311827956976,93
Vietnam,Physical Sciences,10.696250000000001,8
Saudi Arabia,Physical Sciences,7.7867924528301868,106
Democratic Republic of the Congo,Earth Sciences,2.3499999999999996,6
Burkina Faso,Mathematical Sciences,4.3371428571428572,7
South Korea,"History, Heritage and Archaeology",5.9070833333333335,24
Lithuania,Psychology,3.7583333333333337,42
Egypt,Philosophy and Religious Studies,7.0285714285714285,14
Cuba,Creative Arts and Writing,1.97,12
Myanmar,Biological Sciences,1.0266666666666668,12
Greece,Mathematical Sciences,6.0317073170731721,41
Venezuela,Psychology,4.2840000000000007,5
Fiji,"Agricultural, Veterinary and Food Sciences",10.017999999999999,5
Guyana,"Language, Communication and Culture",96.180000000000021,3
Faroe Islands,Health Sciences,1.0,3
Guatemala,Information and Computing Sciences,1.62,5
Equatorial Guinea,Biomedical and Clinical Sciences,0.0,2
Tunisia,Law and Legal Studies,6.3883333333333328,6
Switzerland,Mathematical Sciences,9.5432394366197162,71
Australia,Psychology,5.8941941074523356,1154
Taiwan,Biological Sciences,4.4734987593052109,806
Philippines,Information and Computing Sciences,2.0560332541567696,421
Spain,Environmental Sciences,5.3755778894472384,398
Japan,Law and Legal Studies,3.8377397260273973,146
Liechtenstein,Health Sciences,1.82,10
Kazakhstan,Human Society,2.5087012987012991,154
Germany,"History, Heritage and Archaeology",5.9569651741293539,201
Namibia,Education,4.50642857142857,28
Bulgaria,"History, Heritage and Archaeology",0.81,12
Cabo Verde,Economics,11.07,1
Czechia,Physical Sciences,6.2123076923076921,13
Mozambique,Law and Legal Studies,0.914,5
Papua New Guinea,Engineering,1.0599999999999998,3
Democratic Republic of the Congo,Education,1.6233333333333333,3
Cabo Verde,Human Society,3.33,1
Chad,Information and Computing Sciences,10.13,1
Tonga,Biological Sciences,0.26,1
Republic of the Congo,Biological Sciences,1.1300000000000001,8
Rwanda,"Language, Communication and Culture",4.395,2
Namibia,Law and Legal Studies,13.72,2
United States,Economics,6.119064990803186,6524
Jordan,Education,11.877183098591544,213
Slovakia,Creative Arts and Writing,3.4899999999999998,45
Ecuador,Economics,3.4964406779661026,59
Austria,"Language, Communication and Culture",11.5584347826087,115
Ghana,Chemical Sciences,1.6128571428571428,14
Laos,Economics,0.358,5
Paraguay,Earth Sciences,0.15666666666666668,3
Norway,Physical Sciences,5.2857142857142856,7
Saint Vincent and the Grenadines,Education,3.47,1
Trinidad and Tobago,Chemical Sciences,8.39,3
Cabo Verde,Education,0.0,2
Ethiopia,Education,9.1536585365853611,123
Poland,Engineering,4.2223872679045114,754
Turkmenistan,Biological Sciences,0.0,2
Sudan,Earth Sciences,1.3133333333333332,6
Azerbaijan,Physical Sciences,3.37,1
Montenegro,"Agricultural, Veterinary and Food Sciences",0.78,1
Papua New Guinea,Mathematical Sciences,11.94,1
Vietnam,Economics,8.31415841584159,303
Sweden,Biological Sciences,7.9690571049136745,753
Spain,"Agricultural, Veterinary and Food Sciences",5.9709779614325074,726
Saudi Arabia,Education,13.109376996805116,626
Georgia,Human Society,2.760476190476191,42
Lebanon,Biological Sciences,5.0874747474747481,99
Armenia,Health Sciences,1.6275862068965519,29
Tanzania,Physical Sciences,1.75,2
Myanmar,Philosophy and Religious Studies,0.0,2
Maldives,Health Sciences,2.845,6
Mauritania,"Commerce, Management, Tourism and Services",0.605,2
Ukraine,"Agricultural, Veterinary and Food Sciences",1.8537795275590554,127
Cambodia,Information and Computing Sciences,8.1228571428571428,7
Serbia,Chemical Sciences,2.0387272727272734,55
Senegal,"Commerce, Management, Tourism and Services",3.4173333333333327,15
Georgia,"Commerce, Management, Tourism and Services",2.7541935483870974,93
Trinidad and Tobago,"Agricultural, Veterinary and Food Sciences",2.2218181818181817,11
Sri Lanka,Creative Arts and Writing,2.3763636363636365,22
Nicaragua,"Commerce, Management, Tourism and Services",3.1927272727272733,11
Brunei,Earth Sciences,14.206666666666667,3
Belarus,Chemical Sciences,0.93888888888888888,18
Ivory Coast,Engineering,0.63,2
Saint Kitts and Nevis,Environmental Sciences,0.27,1
Moldova,Creative Arts and Writing,7.83,4
Palestinian Territory,Mathematical Sciences,4.44,3
Maldives,"Agricultural, Veterinary and Food Sciences",0.92,1
Palau,Biomedical and Clinical Sciences,2.415,2
Tajikistan,Information and Computing Sciences,1.81,1
Afghanistan,Chemical Sciences,0.0,1
Netherlands Antilles,"Commerce, Management, Tourism and Services",7.28,1
New Caledonia,"Commerce, Management, Tourism and Services",1.7650000000000001,2
Gabon,Creative Arts and Writing,190.2,1
Tajikistan,Biological Sciences,4.6,2
Sudan,Chemical Sciences,4.1742857142857144,21
India,Economics,4.4686578293289152,1207
United Arab Emirates,Built Environment and Design,5.3289763779527561,127
Spain,Physical Sciences,8.4374683544303846,79
Uganda,Psychology,3.1345454545454543,11
Iceland,Biological Sciences,15.756666666666666,24
Micronesia,"Commerce, Management, Tourism and Services",6.55,1
Mozambique,Economics,1.4183333333333334,6
Bhutan,Law and Legal Studies,0.54999999999999993,3
Grenada,Psychology,0.425,2
Samoa,Biological Sciences,6.66,1
Mongolia,Creative Arts and Writing,0.0,3
Benin,Philosophy and Religious Studies,0.0,1
Republic of the Congo,Earth Sciences,10.72,3
Saint Lucia,Health Sciences,1.04,3
Angola,Engineering,5.6,1
Switzerland,Biological Sciences,6.81043654822335,985
Zimbabwe,Philosophy and Religious Studies,17.607894736842105,19
Peru,Psychology,3.8617346938775534,98
Brunei,Biomedical and Clinical Sciences,6.8764634146341468,82
Palestinian Territory,Environmental Sciences,7.8214285714285712,7
Bosnia and Herzegovina,Psychology,1.0587499999999999,8
Suriname,"Commerce, Management, Tourism and Services",10.693333333333333,3
Zambia,Chemical Sciences,0.27,1
Austria,Built Environment and Design,5.4245652173913026,138
Zambia,Philosophy and Religious Studies,9.4166666666666679,3
Kazakhstan,"Agricultural, Veterinary and Food Sciences",1.5420689655172415,29
Venezuela,Philosophy and Religious Studies,5.7685714285714287,7
Zambia,Mathematical Sciences,0.285,2
Iraq,"History, Heritage and Archaeology",0.0,2
Democratic Republic of the Congo,"Commerce, Management, Tourism and Services",6.74,2
Canada,"Commerce, Management, Tourism and Services",7.7599694539900783,2619
,Economics,1.7496603396603405,9009
Poland,Psychology,4.7110093896713607,426
Philippines,"Language, Communication and Culture",3.4042647058823525,68
Morocco,Environmental Sciences,7.5742592592592581,54
Laos,Engineering,1.0819999999999999,5
South Sudan,Law and Legal Studies,0.0,1
Fiji,Economics,3.4562500000000003,8
Tonga,"Commerce, Management, Tourism and Services",3.6799999999999997,2
Bosnia and Herzegovina,Mathematical Sciences,3.956666666666667,3
Lebanon,Physical Sciences,7.91,2
Italy,Mathematical Sciences,7.4062866449511446,307
Germany,Earth Sciences,5.8775290697674407,688
Israel,Human Society,6.0860888888888907,675
Azerbaijan,Mathematical Sciences,21.716,5
Malawi,Education,3.5188888888888892,18
Vatican,Philosophy and Religious Studies,0.0,1
Ivory Coast,"Agricultural, Veterinary and Food Sciences",4.8066666666666666,9
Seychelles,Earth Sciences,2.83,1
Andorra,Health Sciences,7.89,1
Tajikistan,Environmental Sciences,0.915,2
Sao Tome and Principe,Biomedical and Clinical Sciences,2.4124999999999996,4
French Polynesia,Education,0.0,1
Venezuela,Economics,0.79,1
Finland,"Language, Communication and Culture",12.20188679245283,106
Pakistan,Health Sciences,4.8258679706601457,818
Sudan,"Commerce, Management, Tourism and Services",10.926,10
Ghana,Environmental Sciences,5.6205,60
Mauritius,Education,5.2473913043478255,46
San Marino,Biomedical and Clinical Sciences,24.424285714285713,7
Maldives,Biomedical and Clinical Sciences,6.5156521739130451,23
Angola,Psychology,3.83,1
New Caledonia,Biomedical and Clinical Sciences,2.4229999999999996,10
Kyrgyzstan,Creative Arts and Writing,0.0,1
Madagascar,Chemical Sciences,8.03,1
Uruguay,"History, Heritage and Archaeology",0.58,2
Germany,Human Society,7.5845942228335606,2908
Bulgaria,"Agricultural, Veterinary and Food Sciences",2.4797560975609758,41
Saudi Arabia,Earth Sciences,6.0804210526315776,190
Bangladesh,Engineering,5.832676056338026,284
Spain,Earth Sciences,3.8931349206349211,504
Slovakia,Environmental Sciences,2.0952,25
Bhutan,Psychology,2.18,3
Nicaragua,Law and Legal Studies,0.422,5
Yemen,Economics,1.76,1
Mayotte,Health Sciences,0.98,1
Sierra Leone,Information and Computing Sciences,2.27,1
Barbados,Earth Sciences,0.97500000000000009,2
Syria,Physical Sciences,18.03,1
Trinidad and Tobago,Mathematical Sciences,7.93,1
Chile,Economics,3.3492307692307688,104
Switzerland,"Language, Communication and Culture",11.96594405594405,143
Bahrain,Built Environment and Design,1.8140909090909092,22
Norway,Economics,6.3395041322314034,121
Croatia,Creative Arts and Writing,3.2973913043478262,46
France,Law and Legal Studies,7.6585526315789449,152
Norfolk Island,Health Sciences,29.57105263157894,19
New Zealand,Creative Arts and Writing,4.6665359477124158,153
Togo,Health Sciences,7.5930769230769233,13
Bolivia,"History, Heritage and Archaeology",0.0,1
San Marino,"Commerce, Management, Tourism and Services",11.52,2
Tajikistan,Law and Legal Studies,1.5925,4
Bahamas,Economics,0.0,1
Kosovo,Environmental Sciences,1.41,1
Australia,Biomedical and Clinical Sciences,6.8515570227147657,12723
,Chemical Sciences,0.74683496608892219,2654
Ireland,Biological Sciences,4.543220779220781,385
India,Physical Sciences,6.5702380952380954,252
Armenia,Law and Legal Studies,2.3562499999999997,8
Spain,Mathematical Sciences,7.8657510729613787,233
Jamaica,Biomedical and Clinical Sciences,4.219206349206349,63
Estonia,Built Environment and Design,5.776315789473685,38
Yemen,Environmental Sciences,0.74,1
Svalbard and Jan Mayen,Engineering,2.9,1
Uruguay,Earth Sciences,3.5266666666666664,3
French Polynesia,Environmental Sciences,3.6,1
Martinique,Philosophy and Religious Studies,1.34,1
Bangladesh,Human Society,6.696226804123711,485
Chile,"Commerce, Management, Tourism and Services",6.6000879765395908,341
Norfolk Island,Biomedical and Clinical Sciences,14.54511627906977,86
Central African Republic,Biomedical and Clinical Sciences,6.8533333333333353,9
Cuba,"History, Heritage and Archaeology",0.0,3
Algeria,"History, Heritage and Archaeology",2.045,2
Guinea,Engineering,4.5,1
New Caledonia,Education,2.815,2
Antarctica,"Commerce, Management, Tourism and Services",0.0,1
,"History, Heritage and Archaeology",3.4870591681312244,5121
Vietnam,Information and Computing Sciences,5.4656039603960389,505
Greece,"Language, Communication and Culture",4.6858823529411744,68
Philippines,Biomedical and Clinical Sciences,3.9265169769989061,913
Nepal,Human Society,3.0419341563786015,243
Norway,"Language, Communication and Culture",9.5396000000000019,100
Haiti,Biomedical and Clinical Sciences,2.3220000000000005,20
Mali,Biomedical and Clinical Sciences,3.093544303797469,79
Nepal,Chemical Sciences,1.8994736842105258,19
Tanzania,Earth Sciences,1.8483333333333334,12
Venezuela,"Language, Communication and Culture",1.8425,4
Azerbaijan,Health Sciences,0.16249999999999998,4
Aruba,Information and Computing Sciences,1.84,1
Belarus,Physical Sciences,0.555,2
Pakistan,"Commerce, Management, Tourism and Services",12.450729080364543,1207
United Kingdom,Earth Sciences,6.12153503893215,899
Denmark,Philosophy and Religious Studies,11.195454545454547,88
Namibia,Human Society,3.132,30
Honduras,Human Society,0.49210526315789466,19
Gibraltar,Biological Sciences,46.14,2
Jamaica,Psychology,5.2566666666666668,3
Timor Leste,Information and Computing Sciences,4.93,1
Bolivia,"Language, Communication and Culture",0.32666666666666666,3
Bhutan,Philosophy and Religious Studies,5.15,1
Eritrea,Biological Sciences,4.0624999999999991,4
Eswatini,Biological Sciences,5.13,1
Maldives,Information and Computing Sciences,0.0,1
Sierra Leone,Education,3.0933333333333337,3
Barbados,Economics,0.24,2
Laos,Built Environment and Design,1.52,2
Finland,"Agricultural, Veterinary and Food Sciences",5.7515662650602417,83
Thailand,Chemical Sciences,3.7888043478260873,184
Uzbekistan,Information and Computing Sciences,5.8027272727272754,44
Gabon,Information and Computing Sciences,2.96,1
North Macedonia,"Agricultural, Veterinary and Food Sciences",0.58000000000000007,7
Panama,Environmental Sciences,3.0333333333333332,6
San Marino,Information and Computing Sciences,17.39,4
Chad,Environmental Sciences,0.28,1
Lesotho,"History, Heritage and Archaeology",4.475,2
Somalia,Mathematical Sciences,7.62,2
Cameroon,"History, Heritage and Archaeology",0.78,1
Niger,"Agricultural, Veterinary and Food Sciences",1.75,2
Cyprus,Biomedical and Clinical Sciences,6.91269879518072,415
Australia,Engineering,7.8799336283185824,904
Peru,Education,2.516726546906185,501
Canada,Law and Legal Studies,6.7844236760124579,321
Ghana,Engineering,3.4632692307692308,52
Yemen,Biomedical and Clinical Sciences,11.975172413793107,116
Vietnam,"History, Heritage and Archaeology",6.3825,8
Kazakhstan,Engineering,3.1345333333333323,75
Sudan,Creative Arts and Writing,2.1777777777777776,9
Timor Leste,Law and Legal Studies,0.0,1
Madagascar,Information and Computing Sciences,1.4600000000000002,6
Cuba,Law and Legal Studies,4.2166666666666668,12
Honduras,Economics,3.53,3
Tonga,Earth Sciences,18.04,1
Anguilla,"Language, Communication and Culture",0.0,1
Namibia,Environmental Sciences,2.7133333333333334,3
Mali,Environmental Sciences,2.2,1
Bermuda,Creative Arts and Writing,0.0,1
Republic of the Congo,Education,0.72,1
Cabo Verde,Information and Computing Sciences,0.0,1
Honduras,"Language, Communication and Culture",24.48,1
Vatican,"Commerce, Management, Tourism and Services",0.0,1
Greece,Biomedical and Clinical Sciences,6.1252178679090159,3649
United States,Information and Computing Sciences,6.9279140152103054,12886
Brazil,Mathematical Sciences,5.2554185022026418,227
Iran,Information and Computing Sciences,7.71971063829787,1175
Austria,Engineering,3.2078354978354988,231
Albania,Earth Sciences,0.79714285714285715,7
Latvia,Economics,1.4775,32
Israel,Law and Legal Studies,5.5734146341463422,82
Qatar,Mathematical Sciences,12.5125,4
Mozambique,"Agricultural, Veterinary and Food Sciences",5.9760000000000009,5
Grenada,Philosophy and Religious Studies,1.22,1
Afghanistan,Human Society,7.0945454545454538,11
Malawi,Economics,1.1820000000000002,5
Zimbabwe,Mathematical Sciences,1.9333333333333333,3
Niger,"Commerce, Management, Tourism and Services",0.0,1
Falkland Islands,Biological Sciences,1.09,1
Syria,Mathematical Sciences,5.43,1
Malaysia,Biomedical and Clinical Sciences,4.45310461192351,2667
Malaysia,Biological Sciences,4.5373217391304319,575
Saudi Arabia,Economics,10.471626794258375,209
Turkey,Earth Sciences,4.8134153005464482,366
Chile,Engineering,3.7113533834586483,133
Estonia,Human Society,7.3056834532374086,139
Bahamas,Human Society,0.19999999999999998,12
Costa Rica,Biomedical and Clinical Sciences,3.2380158730158728,126
Norway,Earth Sciences,6.0050961538461518,104
Barbados,Biomedical and Clinical Sciences,6.1180952380952389,42
Jamaica,Human Society,2.6724999999999994,28
Liberia,Engineering,7.17,1
Kosovo,Psychology,7.2588888888888894,9
Rwanda,Earth Sciences,4.2879999999999994,5
British Virgin Islands,Law and Legal Studies,0.0,1
Suriname,Health Sciences,0.4,1
Turks and Caicos Islands,Human Society,7.67,1
Cayman Islands,"Commerce, Management, Tourism and Services",1.38,1
Haiti,"Language, Communication and Culture",0.0,1
United Kingdom,Philosophy and Religious Studies,10.157412844036696,1090
Georgia,Biomedical and Clinical Sciences,3.7955147058823506,136
Hungary,"Agricultural, Veterinary and Food Sciences",3.7121348314606748,89
Estonia,"Agricultural, Veterinary and Food Sciences",2.355294117647059,17
Hungary,Human Society,5.7013030303030323,330
Somalia,Health Sciences,3.0340000000000003,25
Guatemala,Health Sciences,4.4381818181818167,22
Saint Vincent and the Grenadines,Biomedical and Clinical Sciences,1.5807142857142855,14
Tunisia,Built Environment and Design,2.238,15
Latvia,Physical Sciences,2.63,3
Palestinian Territory,Philosophy and Religious Studies,0.0,1
Sint Maarten,Economics,0.36,1
Mozambique,Creative Arts and Writing,1.2475,4
Monaco,Economics,10.47,1
Senegal,Chemical Sciences,0.58333333333333326,3
Cook Islands,Earth Sciences,2.53,1
Brazil,Environmental Sciences,4.4025977011494266,435
Portugal,"Commerce, Management, Tourism and Services",6.2099151193633961,1885
Ecuador,Education,5.1660919540229866,348
Qatar,"Language, Communication and Culture",11.701111111111111,18
Seychelles,"History, Heritage and Archaeology",0.0,1
Colombia,"History, Heritage and Archaeology",6.7749999999999986,26
Uruguay,Human Society,3.4876119402985069,67
Mali,Earth Sciences,2.075,2
Dominican Republic,Education,2.2275000000000005,28
Palestinian Territory,"Language, Communication and Culture",11.77,7
Mauritius,Human Society,2.8674999999999997,16
Djibouti,Biological Sciences,0.32,1
Bhutan,Information and Computing Sciences,1.56,2
Liechtenstein,Creative Arts and Writing,0.0,1
Albania,Psychology,4.21,1
Sweden,Built Environment and Design,5.9705491329479754,346
Chile,"History, Heritage and Archaeology",4.7531578947368427,19
Portugal,Education,6.6020370370370411,702
Germany,Creative Arts and Writing,8.0088844086021513,744
Ireland,Engineering,7.34570796460177,226
Morocco,Built Environment and Design,5.0644230769230756,52
Mauritius,Creative Arts and Writing,1.7844444444444445,9
Mexico,Philosophy and Religious Studies,6.6047999999999965,75
Zambia,Earth Sciences,16.860000000000003,9
New Caledonia,Earth Sciences,1.9,1
Sudan,Psychology,1.6933333333333334,3
Bahrain,Earth Sciences,3.0872727272727269,11
Kuwait,"History, Heritage and Archaeology",7.19,4
Laos,"Language, Communication and Culture",0.0,1
Honduras,"History, Heritage and Archaeology",0.0,2
Bolivia,Chemical Sciences,1.49,1
Bermuda,Biomedical and Clinical Sciences,2.6590909090909092,11
Dominican Republic,Earth Sciences,0.19,2
Myanmar,Built Environment and Design,3.34,1
Estonia,Physical Sciences,0.0,1
Madagascar,Creative Arts and Writing,8.695,2
Laos,Education,1.81,2
French Southern Territories,Health Sciences,6.05,1
Libya,Built Environment and Design,11.21,1
Ivory Coast,"History, Heritage and Archaeology",0.0,1
Slovenia,Creative Arts and Writing,4.901875,48
Uruguay,Psychology,1.52,11
Nicaragua,Health Sciences,0.70076923076923081,13
Gambia,Law and Legal Studies,0.0,2
Saint Kitts and Nevis,Health Sciences,0.1475,4
Haiti,"Agricultural, Veterinary and Food Sciences",1.97,1
Togo,Creative Arts and Writing,0.0,1
France,Information and Computing Sciences,6.0863096397273582,1027
Uganda,Physical Sciences,5.36,1
Bosnia and Herzegovina,"Commerce, Management, Tourism and Services",4.6865306122448986,98
Denmark,"Language, Communication and Culture",5.9963953488372095,86
Estonia,Information and Computing Sciences,4.0436734693877563,98
Uzbekistan,Human Society,3.485263157894738,38
Tajikistan,"Agricultural, Veterinary and Food Sciences",2.1,2
Uganda,Chemical Sciences,26.374,5
Luxembourg,Philosophy and Religious Studies,22.1475,4
Bhutan,Engineering,0.52,1
Andorra,Information and Computing Sciences,0.85,1
Trinidad and Tobago,Human Society,2.4145098039215687,51
Azerbaijan,"Language, Communication and Culture",26.195,2
Afghanistan,Psychology,2.98,1
Mauritania,Engineering,1.92,1
Sudan,Mathematical Sciences,14.785,2
Guatemala,Built Environment and Design,4.1,1
French Guiana,Human Society,0.0,1
China,Psychology,6.0944914675767921,2930
Lithuania,Biomedical and Clinical Sciences,4.040792682926833,328
Morocco,Information and Computing Sciences,5.0832389380530971,565
Peru,Built Environment and Design,2.5704000000000002,100
Ukraine,Biological Sciences,1.7219672131147539,183
Denmark,Physical Sciences,7.8354545454545441,11
Lebanon,Human Society,11.61484375,64
Papua New Guinea,Philosophy and Religious Studies,6.97,1
Finland,Chemical Sciences,2.3962068965517247,58
Gambia,Biological Sciences,2.4255555555555555,18
Fiji,Psychology,0.32,1
Fiji,Chemical Sciences,2.36,1
Vietnam,Human Society,6.0585572139303476,201
Mexico,"Commerce, Management, Tourism and Services",2.8792837078651665,712
Malaysia,Environmental Sciences,5.0077375565610875,221
Ecuador,Chemical Sciences,3.195652173913043,23
Costa Rica,Biological Sciences,1.6942857142857144,49
Benin,Biological Sciences,2.5733333333333333,9
Botswana,Law and Legal Studies,0.0,1
Dominican Republic,"Commerce, Management, Tourism and Services",0.65769230769230769,13
Eswatini,Engineering,1.95,1
Uganda,"History, Heritage and Archaeology",0.0,4
Mali,"History, Heritage and Archaeology",1.35,1
China,Health Sciences,6.907314806697646,11407
China,Biological Sciences,6.2263330764214118,16867
United States,Biomedical and Clinical Sciences,6.8476910461055622,141458
Canada,Philosophy and Religious Studies,8.9887037037037043,378
,Biomedical and Clinical Sciences,1.4707426395829293,92454
Indonesia,Economics,2.1288261648745537,1116
,Human Society,2.2279039716222209,47361
Turkey,Biomedical and Clinical Sciences,3.7979306445533374,10612
Indonesia,Information and Computing Sciences,1.7817060702875411,4695
Mexico,Information and Computing Sciences,5.0023756019261629,623
,Earth Sciences,0.78066440349175581,10310
Chile,Biomedical and Clinical Sciences,5.454897314375982,1266
Nepal,Health Sciences,3.0668965517241396,377
Jordan,Health Sciences,10.223507014028064,499
Saudi Arabia,Biomedical and Clinical Sciences,5.5593302861685192,5032
Spain,Biological Sciences,4.2008322496748978,2307
United States,Psychology,5.2892357782400259,11057
France,Built Environment and Design,5.2795255474452585,274
South Africa,Education,4.9933541147132168,1604
Austria,Economics,7.8801581027667957,253
Iraq,Chemical Sciences,3.8597857142857137,140
Switzerland,Biomedical and Clinical Sciences,8.0308003802281487,5260
Pakistan,Human Society,8.6182719546742241,353
Indonesia,"Commerce, Management, Tourism and Services",1.6169954648526075,14994
Turkey,Health Sciences,4.2169759734879877,2414
South Korea,Engineering,4.8412066666666629,1500
Mexico,Chemical Sciences,2.9785769230769232,260
Cyprus,Chemical Sciences,5.5636363636363635,22
China,Engineering,4.83629781771501,11685
,Mathematical Sciences,1.0568247588424451,2488
Ukraine,Education,2.8088153998025662,1013
South Korea,"Language, Communication and Culture",10.19587786259542,131
Brazil,Creative Arts and Writing,1.6256801195814656,1338
,"Agricultural, Veterinary and Food Sciences",1.0565084026758043,6129
Colombia,Health Sciences,3.8110845070422532,710
,"Language, Communication and Culture",3.4255869732643842,9089
Vietnam,Environmental Sciences,4.8459550561797773,89
Israel,Biomedical and Clinical Sciences,8.7587783641161021,3790
United States,"Agricultural, Veterinary and Food Sciences",4.4797654213727185,3453
Turkey,Physical Sciences,7.9753947368421061,76
Brazil,Law and Legal Studies,2.2893848857644992,569
Romania,"Commerce, Management, Tourism and Services",5.5841427399507806,1219
France,Engineering,4.1778743315507993,748
Russia,Chemical Sciences,2.1852833078101086,653
Nepal,"Agricultural, Veterinary and Food Sciences",2.8619767441860473,86
Canada,Biological Sciences,5.09782305005821,2577
Slovenia,Chemical Sciences,3.2422222222222215,54
United Kingdom,Psychology,6.2914053426248522,2583
India,Chemical Sciences,3.3891004243281464,3535
Iran,Health Sciences,4.3922166246851333,3573
United Kingdom,Chemical Sciences,4.4155131578947335,760
Ukraine,"Commerce, Management, Tourism and Services",1.990661553211891,2086
Taiwan,Biomedical and Clinical Sciences,5.233262890955201,3549
Iran,Environmental Sciences,6.1140000000000008,175
China,"Agricultural, Veterinary and Food Sciences",5.6403710490151182,4366
Spain,Chemical Sciences,4.1243980738362742,623
United Kingdom,"Language, Communication and Culture",9.9311488970588222,1088
United Arab Emirates,"Commerce, Management, Tourism and Services",9.1799464094319418,933
Argentina,Biomedical and Clinical Sciences,4.0159081701553,1481
Singapore,Information and Computing Sciences,10.766715328467162,548
Netherlands,Health Sciences,5.6926238145416228,2847
Australia,Human Society,7.5960325443786951,3380
Bahrain,Information and Computing Sciences,4.891467889908256,109
China,Chemical Sciences,4.2279625159733039,7043
Nigeria,Human Society,4.823514180024663,811
Romania,Biological Sciences,3.889144385026738,374
Sri Lanka,"Commerce, Management, Tourism and Services",2.2987820512820529,468
Brazil,Engineering,3.0136716681376874,1133
Malawi,"Agricultural, Veterinary and Food Sciences",4.94625,8
Ireland,Education,7.4164299065420565,535
Norway,"Commerce, Management, Tourism and Services",10.967350993377478,755
Norway,"Agricultural, Veterinary and Food Sciences",6.750258620689654,116
Spain,Human Society,5.460205831903945,2332
Iran,Chemical Sciences,3.8396751412429366,708
Ireland,Built Environment and Design,8.086363636363636,132
United Kingdom,Biological Sciences,9.2873339238263917,4516
Jordan,"Commerce, Management, Tourism and Services",10.153092307692305,650
Pakistan,Information and Computing Sciences,10.118352322524093,1141
China,Environmental Sciences,5.8447020672882024,2467
Greece,"Commerce, Management, Tourism and Services",7.20539522058824,1088
Finland,Biological Sciences,6.1844788732394385,355
Germany,Biological Sciences,6.3198561677230636,4102
Russia,Philosophy and Religious Studies,4.1743085106382978,188
Bulgaria,Engineering,1.4425806451612906,124
Canada,Environmental Sciences,5.7407311827956935,465
Spain,Information and Computing Sciences,7.8109576059850356,2005
Israel,"Agricultural, Veterinary and Food Sciences",4.4593939393939381,66
United Kingdom,Economics,6.1863012987012977,1925
Argentina,"Commerce, Management, Tourism and Services",2.6730232558139542,215
Japan,Economics,5.1715926493108739,653
Tunisia,Biomedical and Clinical Sciences,1.5481265406737879,1217
Malaysia,Law and Legal Studies,6.71549707602339,171
South Korea,"Commerce, Management, Tourism and Services",8.8458008454673571,2129
Turkey,"Commerce, Management, Tourism and Services",6.2661293031066361,2382
Denmark,Health Sciences,5.8915813117699942,1113
Finland,"Commerce, Management, Tourism and Services",9.5858312655086735,806
Yemen,Mathematical Sciences,15.642999999999997,30
Sint Maarten,Biomedical and Clinical Sciences,2.2531250000000003,16
